time (s),leafValue( IT("/I4/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout2") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout3") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
254.3E-6,72.37E-9,2.014E-9,128.6E-12,11.17E-6
254.5E-6,72.49E-9,1.776E-9,124.1E-12,11.16E-6
254.6E-6,72.37E-9,1.581E-9,118.6E-12,11.15E-6
254.8E-6,72.22E-9,1.424E-9,112.4E-12,11.15E-6
255.1E-6,72.11E-9,1.289E-9,105.7E-12,11.14E-6
255.4E-6,71.98E-9,1.163E-9,98.49E-12,11.13E-6
255.8E-6,71.80E-9,1.039E-9,90.64E-12,11.12E-6
256.3E-6,71.55E-9,892.5E-12,82.30E-12,11.11E-6
256.4E-6,71.43E-9,834.3E-12,80.54E-12,11.10E-6
256.5E-6,71.16E-9,703.4E-12,78.96E-12,11.10E-6
256.7E-6,70.53E-9,443.1E-12,77.28E-12,11.10E-6
256.7E-6,70.10E-9,317.0E-12,76.15E-12,11.10E-6
256.8E-6,69.90E-9,266.9E-12,74.98E-12,11.10E-6
256.9E-6,69.90E-9,254.3E-12,73.91E-12,11.10E-6
257.0E-6,69.98E-9,248.2E-12,72.81E-12,11.10E-6
257.1E-6,70.02E-9,236.3E-12,71.39E-12,11.09E-6
257.4E-6,70.01E-9,212.2E-12,68.92E-12,11.09E-6
257.8E-6,70.00E-9,176.9E-12,64.79E-12,11.09E-6
258.3E-6,70.00E-9,145.5E-12,60.19E-12,11.08E-6
259.2E-6,70.00E-9,111.8E-12,53.73E-12,11.08E-6
259.5E-6,70.00E-9,104.3E-12,51.94E-12,11.07E-6
259.6E-6,70.27E-9,95.28E-12,51.19E-12,11.08E-6
259.6E-6,70.65E-9,78.71E-12,51.76E-12,11.08E-6
259.7E-6,70.74E-9,59.55E-12,51.56E-12,11.09E-6
259.8E-6,70.17E-9,39.69E-12,50.98E-12,11.10E-6
259.9E-6,69.13E-9,17.96E-12,49.90E-12,11.12E-6
259.9E-6,68.24E-9,-6.509E-12,48.60E-12,11.15E-6
260.0E-6,67.35E-9,-43.46E-12,47.06E-12,11.18E-6
260.0E-6,67.01E-9,-59.40E-12,46.52E-12,11.14E-6
260.1E-6,66.65E-9,-74.53E-12,44.50E-12,11.12E-6
260.1E-6,66.24E-9,-90.10E-12,43.20E-12,11.11E-6
260.1E-6,65.89E-9,-123.2E-12,41.28E-12,11.10E-6
260.2E-6,66.18E-9,-164.0E-12,39.04E-12,11.11E-6
260.2E-6,67.06E-9,-210.9E-12,36.31E-12,11.12E-6
260.3E-6,67.91E-9,-251.4E-12,33.76E-12,11.14E-6
260.4E-6,68.29E-9,-293.3E-12,30.95E-12,11.15E-6
260.5E-6,68.06E-9,-350.6E-12,27.47E-12,11.16E-6
260.6E-6,67.56E-9,-426.0E-12,22.96E-12,11.17E-6
260.8E-6,67.19E-9,-526.4E-12,17.07E-12,11.19E-6
260.9E-6,67.04E-9,-614.8E-12,12.25E-12,11.22E-6
261.1E-6,66.94E-9,-695.7E-12,8.762E-12,11.25E-6
261.2E-6,66.83E-9,-775.5E-12,4.492E-12,11.30E-6
261.4E-6,66.71E-9,-852.4E-12,-4.693E-12,11.35E-6
261.6E-6,66.60E-9,-915.8E-12,-21.05E-12,11.41E-6
261.8E-6,66.46E-9,-973.8E-12,-55.61E-12,11.48E-6
262.1E-6,66.25E-9,-1.014E-9,-122.8E-12,11.54E-6
262.3E-6,65.87E-9,-907.1E-12,-208.6E-12,11.59E-6
262.4E-6,65.12E-9,-238.9E-12,-247.1E-12,11.61E-6
262.4E-6,63.58E-9,1.464E-9,-265.0E-12,11.63E-6
262.5E-6,60.46E-9,5.054E-9,-265.7E-12,11.64E-6
262.6E-6,53.41E-9,12.85E-9,-234.8E-12,11.66E-6
262.6E-6,44.63E-9,22.07E-9,-175.3E-12,11.68E-6
262.6E-6,34.99E-9,31.49E-9,-90.15E-12,11.69E-6
262.7E-6,24.19E-9,41.24E-9,30.32E-12,11.71E-6
262.7E-6,19.05E-9,46.30E-9,100.1E-12,11.72E-6
262.7E-6,14.21E-9,53.48E-9,174.1E-12,11.74E-6
262.8E-6,11.15E-9,60.67E-9,226.9E-12,11.76E-6
262.8E-6,9.007E-9,66.75E-9,268.6E-12,11.77E-6
262.8E-6,6.918E-9,72.20E-9,315.8E-12,11.80E-6
262.9E-6,5.414E-9,74.73E-9,354.0E-12,11.81E-6
262.9E-6,4.593E-9,75.01E-9,373.2E-12,11.82E-6
262.9E-6,3.984E-9,74.70E-9,381.0E-12,11.82E-6
263.0E-6,3.468E-9,74.10E-9,375.0E-12,11.82E-6
263.0E-6,3.020E-9,73.59E-9,351.3E-12,11.83E-6
263.1E-6,2.610E-9,73.47E-9,305.9E-12,11.83E-6
263.2E-6,2.321E-9,73.58E-9,251.2E-12,11.84E-6
263.3E-6,2.067E-9,73.47E-9,167.1E-12,11.86E-6
263.5E-6,1.873E-9,73.08E-9,75.97E-12,11.87E-6
263.6E-6,1.713E-9,72.74E-9,19.07E-12,11.89E-6
263.8E-6,1.614E-9,72.62E-9,8.303E-12,11.90E-6
263.9E-6,1.535E-9,72.57E-9,9.424E-12,11.90E-6
264.1E-6,1.455E-9,72.48E-9,11.25E-12,11.91E-6
264.3E-6,1.355E-9,72.35E-9,13.48E-12,11.92E-6
264.6E-6,1.265E-9,72.20E-9,14.73E-12,11.93E-6
264.6E-6,1.224E-9,72.13E-9,15.23E-12,11.93E-6
264.7E-6,1.133E-9,71.96E-9,16.20E-12,11.93E-6
264.8E-6,991.8E-12,71.71E-9,17.74E-12,11.93E-6
264.9E-6,703.1E-12,71.10E-9,20.85E-12,11.94E-6
264.9E-6,491.6E-12,70.45E-9,22.29E-12,11.94E-6
265.0E-6,392.9E-12,69.95E-9,20.58E-12,11.94E-6
265.0E-6,357.0E-12,69.74E-9,16.80E-12,11.94E-6
265.1E-6,345.7E-12,69.77E-9,13.75E-12,11.94E-6
265.2E-6,333.5E-12,69.92E-9,13.13E-12,11.94E-6
265.3E-6,313.8E-12,70.03E-9,15.44E-12,11.95E-6
265.5E-6,277.6E-12,70.00E-9,18.33E-12,11.95E-6
265.8E-6,234.9E-12,69.97E-9,19.48E-12,11.95E-6
266.2E-6,193.0E-12,69.98E-9,20.53E-12,11.96E-6
266.8E-6,149.0E-12,69.99E-9,22.10E-12,11.96E-6
267.7E-6,116.4E-12,69.99E-9,23.11E-12,11.96E-6
268.6E-6,91.99E-12,70.00E-9,23.32E-12,11.96E-6
269.5E-6,77.84E-12,70.00E-9,22.88E-12,11.96E-6
269.6E-6,74.41E-12,69.78E-9,58.40E-12,11.91E-6
269.6E-6,66.52E-12,69.43E-9,139.4E-12,11.89E-6
269.7E-6,53.26E-12,69.34E-9,242.8E-12,11.90E-6
269.8E-6,39.80E-12,69.57E-9,319.3E-12,11.92E-6
269.9E-6,29.15E-12,69.69E-9,301.2E-12,11.93E-6
269.9E-6,20.73E-12,69.28E-9,200.6E-12,11.93E-6
270.0E-6,10.27E-12,68.50E-9,117.2E-12,11.92E-6
270.0E-6,3.356E-12,68.13E-9,100.6E-12,11.90E-6
270.1E-6,-6.278E-12,67.83E-9,88.36E-12,11.88E-6
270.1E-6,-21.28E-12,67.67E-9,76.75E-12,11.86E-6
270.1E-6,-49.59E-12,67.89E-9,60.78E-12,11.81E-6
270.2E-6,-68.29E-12,68.42E-9,52.39E-12,11.76E-6
270.3E-6,-81.23E-12,68.95E-9,46.61E-12,11.72E-6
270.3E-6,-96.92E-12,69.13E-9,41.20E-12,11.67E-6
270.5E-6,-135.0E-12,68.84E-9,35.25E-12,11.62E-6
270.6E-6,-209.7E-12,68.46E-9,30.74E-12,11.56E-6
270.7E-6,-306.3E-12,68.23E-9,28.49E-12,11.51E-6
270.9E-6,-419.0E-12,68.02E-9,27.22E-12,11.47E-6
271.2E-6,-563.7E-12,67.74E-9,26.12E-12,11.41E-6
271.5E-6,-733.0E-12,67.41E-9,24.99E-12,11.34E-6
271.7E-6,-824.5E-12,67.25E-9,24.46E-12,11.30E-6
272.0E-6,-888.8E-12,67.14E-9,24.03E-12,11.26E-6
272.2E-6,-934.6E-12,67.07E-9,23.62E-12,11.23E-6
272.4E-6,-964.0E-12,67.03E-9,23.23E-12,11.20E-6
272.7E-6,-902.8E-12,66.93E-9,22.89E-12,11.17E-6
272.7E-6,-579.7E-12,66.62E-9,22.79E-12,11.16E-6
272.8E-6,436.4E-12,65.70E-9,22.79E-12,11.15E-6
272.9E-6,2.671E-9,63.70E-9,22.99E-12,11.14E-6
272.9E-6,8.787E-9,57.93E-9,23.76E-12,11.14E-6
273.0E-6,16.96E-9,49.92E-9,24.93E-12,11.14E-6
273.0E-6,25.59E-9,40.99E-9,26.39E-12,11.14E-6
273.1E-6,34.29E-9,31.09E-9,27.99E-12,11.14E-6
273.1E-6,40.59E-9,23.55E-9,28.72E-12,11.14E-6
273.1E-6,45.79E-9,18.33E-9,28.57E-12,11.14E-6
273.2E-6,52.61E-9,14.04E-9,27.74E-12,11.15E-6
273.2E-6,59.24E-9,11.27E-9,26.77E-12,11.16E-6
273.2E-6,65.24E-9,9.143E-9,25.86E-12,11.18E-6
273.3E-6,70.69E-9,6.969E-9,24.98E-12,11.19E-6
273.3E-6,73.03E-9,5.539E-9,24.48E-12,11.19E-6
273.3E-6,73.47E-9,4.673E-9,24.10E-12,11.19E-6
273.3E-6,73.30E-9,4.010E-9,23.56E-12,11.19E-6
273.4E-6,72.81E-9,3.443E-9,22.74E-12,11.18E-6
273.4E-6,72.39E-9,2.953E-9,21.79E-12,11.17E-6
273.5E-6,72.36E-9,2.511E-9,21.13E-12,11.16E-6
273.6E-6,72.63E-9,2.206E-9,21.10E-12,11.16E-6
273.7E-6,72.76E-9,1.943E-9,21.23E-12,11.14E-6
273.9E-6,72.64E-9,1.741E-9,21.12E-12,11.13E-6
274.1E-6,72.48E-9,1.577E-9,20.83E-12,11.11E-6
274.3E-6,72.37E-9,1.434E-9,20.59E-12,11.10E-6
274.6E-6,72.23E-9,1.301E-9,20.31E-12,11.08E-6
275.0E-6,72.04E-9,1.167E-9,19.96E-12,11.05E-6
275.3E-6,71.88E-9,1.074E-9,19.71E-12,11.04E-6
275.4E-6,71.80E-9,1.030E-9,19.63E-12,11.04E-6
275.5E-6,71.65E-9,950.9E-12,19.54E-12,11.03E-6
275.5E-6,71.38E-9,818.1E-12,19.48E-12,11.03E-6
275.6E-6,70.83E-9,576.4E-12,19.43E-12,11.03E-6
275.7E-6,70.28E-9,406.8E-12,19.41E-12,11.02E-6
275.7E-6,69.92E-9,331.8E-12,19.33E-12,11.02E-6
275.8E-6,69.82E-9,305.4E-12,19.20E-12,11.02E-6
275.9E-6,69.90E-9,296.3E-12,19.11E-12,11.02E-6
276.0E-6,70.00E-9,285.0E-12,19.08E-12,11.02E-6
276.1E-6,70.04E-9,265.6E-12,19.02E-12,11.01E-6
276.4E-6,70.00E-9,228.4E-12,18.79E-12,11.00E-6
276.8E-6,69.99E-9,191.8E-12,18.48E-12,11.00E-6
277.3E-6,70.00E-9,153.0E-12,18.09E-12,10.98E-6
278.2E-6,70.00E-9,117.8E-12,17.50E-12,10.97E-6
279.2E-6,70.00E-9,92.46E-12,16.87E-12,10.96E-6
279.5E-6,70.00E-9,86.79E-12,16.68E-12,10.96E-6
279.5E-6,70.23E-9,81.61E-12,15.76E-12,10.96E-6
279.6E-6,70.80E-9,67.07E-12,17.21E-12,10.96E-6
279.7E-6,71.15E-9,45.87E-12,17.57E-12,10.96E-6
279.7E-6,70.67E-9,29.79E-12,17.63E-12,10.97E-6
279.8E-6,69.39E-9,13.19E-12,17.28E-12,11.00E-6
279.9E-6,67.54E-9,-15.91E-12,16.19E-12,11.03E-6
279.9E-6,66.09E-9,-54.06E-12,14.80E-12,11.06E-6
280.0E-6,64.56E-9,-116.1E-12,12.40E-12,11.11E-6
280.0E-6,64.02E-9,-145.2E-12,11.06E-12,11.06E-6
280.0E-6,63.46E-9,-175.0E-12,7.431E-12,11.02E-6
280.1E-6,62.86E-9,-206.2E-12,4.841E-12,10.99E-6
280.1E-6,62.19E-9,-263.1E-12,1.290E-12,10.96E-6
280.2E-6,62.21E-9,-332.3E-12,-3.151E-12,10.95E-6
280.2E-6,62.97E-9,-403.1E-12,-8.371E-12,10.95E-6
280.2E-6,64.29E-9,-474.6E-12,-14.44E-12,10.95E-6
280.3E-6,65.85E-9,-550.4E-12,-21.61E-12,10.96E-6
280.4E-6,66.82E-9,-629.5E-12,-29.68E-12,10.97E-6
280.5E-6,66.77E-9,-704.0E-12,-37.76E-12,10.97E-6
280.6E-6,66.27E-9,-782.3E-12,-44.79E-12,10.98E-6
280.7E-6,65.87E-9,-853.5E-12,-45.69E-12,10.98E-6
280.8E-6,65.63E-9,-931.5E-12,-44.12E-12,10.99E-6
280.9E-6,65.48E-9,-1.031E-9,-48.74E-12,11.00E-6
281.0E-6,65.36E-9,-1.103E-9,-64.01E-12,11.02E-6
281.2E-6,65.17E-9,-1.176E-9,-98.69E-12,11.05E-6
281.3E-6,64.82E-9,-1.258E-9,-179.5E-12,11.09E-6
281.5E-6,64.44E-9,-1.320E-9,-288.9E-12,11.13E-6
281.6E-6,64.02E-9,-1.340E-9,-410.5E-12,11.17E-6
281.8E-6,61.69E-9,488.4E-12,-542.8E-12,11.22E-6
281.8E-6,59.80E-9,3.226E-9,-565.5E-12,11.23E-6
281.9E-6,52.08E-9,13.88E-9,-558.1E-12,11.26E-6
281.9E-6,41.16E-9,28.24E-9,-489.8E-12,11.28E-6
282.0E-6,31.50E-9,39.98E-9,-388.0E-12,11.31E-6
282.0E-6,21.13E-9,51.11E-9,-217.7E-12,11.33E-6
282.0E-6,16.21E-9,56.22E-9,-98.20E-12,11.35E-6
282.0E-6,12.05E-9,62.41E-9,34.92E-12,11.37E-6
282.1E-6,9.549E-9,68.61E-9,136.9E-12,11.40E-6
282.1E-6,7.887E-9,73.74E-9,217.7E-12,11.42E-6
282.1E-6,6.415E-9,77.68E-9,299.6E-12,11.45E-6
282.1E-6,5.331E-9,78.61E-9,361.2E-12,11.47E-6
282.2E-6,4.781E-9,77.62E-9,383.1E-12,11.47E-6
282.2E-6,4.368E-9,76.32E-9,385.2E-12,11.48E-6
282.2E-6,3.998E-9,75.01E-9,368.0E-12,11.48E-6
282.2E-6,3.649E-9,74.17E-9,330.8E-12,11.49E-6
282.3E-6,3.317E-9,74.13E-9,279.5E-12,11.49E-6
282.4E-6,3.051E-9,74.66E-9,233.3E-12,11.51E-6
282.5E-6,2.801E-9,75.07E-9,187.8E-12,11.53E-6
282.6E-6,2.598E-9,74.84E-9,140.2E-12,11.55E-6
282.7E-6,2.434E-9,74.39E-9,85.80E-12,11.57E-6
282.9E-6,2.264E-9,74.02E-9,17.69E-12,11.60E-6
283.1E-6,2.112E-9,73.72E-9,-42.88E-12,11.62E-6
283.3E-6,1.929E-9,73.28E-9,-96.44E-12,11.65E-6
283.4E-6,1.832E-9,73.10E-9,-104.9E-12,11.65E-6
283.4E-6,1.535E-9,72.64E-9,-109.6E-12,11.66E-6
283.5E-6,968.9E-12,71.54E-9,-109.6E-12,11.66E-6
283.5E-6,696.1E-12,70.55E-9,-110.5E-12,11.67E-6
283.6E-6,543.9E-12,69.46E-9,-120.6E-12,11.67E-6
283.6E-6,524.4E-12,69.08E-9,-133.6E-12,11.68E-6
283.6E-6,505.9E-12,69.05E-9,-148.0E-12,11.68E-6
283.7E-6,486.0E-12,69.31E-9,-162.6E-12,11.69E-6
283.8E-6,453.0E-12,69.62E-9,-173.0E-12,11.70E-6
283.9E-6,408.0E-12,69.64E-9,-180.9E-12,11.71E-6
284.0E-6,362.8E-12,69.48E-9,-191.4E-12,11.72E-6
284.2E-6,317.6E-12,69.40E-9,-204.6E-12,11.73E-6
284.5E-6,271.0E-12,69.39E-9,-217.1E-12,11.74E-6
284.8E-6,221.2E-12,69.36E-9,-226.3E-12,11.76E-6
285.2E-6,186.0E-12,69.35E-9,-227.9E-12,11.77E-6
285.6E-6,158.2E-12,69.36E-9,-223.2E-12,11.77E-6
286.1E-6,135.4E-12,69.39E-9,-213.1E-12,11.78E-6
286.6E-6,116.3E-12,69.43E-9,-198.2E-12,11.78E-6
287.3E-6,99.37E-12,69.49E-9,-178.5E-12,11.78E-6
288.1E-6,83.21E-12,69.56E-9,-152.9E-12,11.78E-6
289.1E-6,69.99E-12,69.63E-9,-125.8E-12,11.78E-6
289.5E-6,66.27E-12,69.66E-9,-116.6E-12,11.78E-6
289.5E-6,64.33E-12,69.47E-9,-101.4E-12,11.68E-6
289.6E-6,62.54E-12,68.97E-9,-61.53E-12,11.60E-6
289.7E-6,56.44E-12,68.58E-9,33.98E-12,11.56E-6
289.7E-6,47.66E-12,68.86E-9,174.5E-12,11.56E-6
289.8E-6,37.70E-12,69.73E-9,390.4E-12,11.58E-6
289.9E-6,29.68E-12,70.68E-9,631.8E-12,11.60E-6
289.9E-6,24.14E-12,71.16E-9,833.6E-12,11.61E-6
290.0E-6,19.51E-12,71.03E-9,983.5E-12,11.62E-6
290.0E-6,17.64E-12,70.84E-9,1.022E-9,11.62E-6
290.0E-6,16.32E-12,70.66E-9,1.058E-9,11.61E-6
290.1E-6,10.24E-12,70.59E-9,1.088E-9,11.61E-6
290.1E-6,-3.302E-12,70.97E-9,1.132E-9,11.58E-6
290.2E-6,-11.20E-12,71.69E-9,1.164E-9,11.56E-6
290.2E-6,-12.49E-12,72.47E-9,1.197E-9,11.53E-6
290.3E-6,-7.801E-12,72.93E-9,1.228E-9,11.49E-6
290.4E-6,-2.671E-12,72.93E-9,1.248E-9,11.45E-6
290.5E-6,-5.887E-12,72.67E-9,1.247E-9,11.40E-6
290.6E-6,-22.18E-12,72.49E-9,1.224E-9,11.35E-6
290.7E-6,-56.08E-12,72.38E-9,1.186E-9,11.31E-6
290.9E-6,-121.6E-12,72.13E-9,1.121E-9,11.28E-6
291.0E-6,-144.0E-12,72.03E-9,1.087E-9,11.27E-6
291.0E-6,-189.0E-12,71.42E-9,806.1E-12,11.26E-6
291.1E-6,-209.7E-12,70.75E-9,460.3E-12,11.25E-6
291.1E-6,-228.9E-12,69.95E-9,193.1E-12,11.25E-6
291.2E-6,-265.6E-12,68.79E-9,3.496E-12,11.24E-6
291.2E-6,-297.1E-12,68.26E-9,-12.07E-12,11.23E-6
291.3E-6,-329.2E-12,68.07E-9,-1.980E-12,11.23E-6
291.3E-6,-367.5E-12,68.12E-9,6.130E-12,11.23E-6
291.4E-6,-417.9E-12,68.29E-9,12.23E-12,11.22E-6
291.6E-6,-503.2E-12,68.30E-9,14.48E-12,11.21E-6
291.7E-6,-591.1E-12,68.01E-9,13.89E-12,11.21E-6
292.0E-6,-684.5E-12,67.74E-9,13.61E-12,11.19E-6
292.2E-6,-766.5E-12,67.57E-9,13.83E-12,11.18E-6
292.5E-6,-826.3E-12,67.46E-9,13.94E-12,11.17E-6
292.7E-6,-868.1E-12,67.38E-9,13.89E-12,11.15E-6
292.9E-6,-894.8E-12,67.33E-9,13.74E-12,11.13E-6
293.2E-6,-884.5E-12,67.29E-9,13.60E-12,11.12E-6
293.3E-6,-552.4E-12,66.93E-9,13.52E-12,11.11E-6
293.4E-6,131.6E-12,66.31E-9,13.51E-12,11.10E-6
293.5E-6,2.178E-9,64.40E-9,13.68E-12,11.10E-6
293.5E-6,5.802E-9,60.96E-9,14.01E-12,11.10E-6
293.6E-6,12.33E-9,54.48E-9,14.77E-12,11.10E-6
293.6E-6,20.20E-9,46.22E-9,15.81E-12,11.10E-6
293.7E-6,28.34E-9,37.00E-9,16.97E-12,11.10E-6
293.7E-6,36.99E-9,26.46E-9,17.86E-12,11.10E-6
293.8E-6,41.46E-9,21.37E-9,17.92E-12,11.10E-6
293.8E-6,48.40E-9,16.03E-9,17.37E-12,11.11E-6
293.8E-6,55.65E-9,12.66E-9,16.62E-12,11.12E-6
293.9E-6,61.91E-9,10.36E-9,15.98E-12,11.13E-6
293.9E-6,67.68E-9,8.193E-9,15.48E-12,11.15E-6
293.9E-6,71.01E-9,6.546E-9,15.27E-12,11.15E-6
293.9E-6,72.44E-9,5.383E-9,15.14E-12,11.16E-6
294.0E-6,72.83E-9,4.502E-9,14.88E-12,11.16E-6
294.0E-6,72.66E-9,3.786E-9,14.36E-12,11.16E-6
294.1E-6,72.28E-9,3.181E-9,13.57E-12,11.15E-6
294.1E-6,72.07E-9,2.662E-9,12.77E-12,11.14E-6
294.2E-6,72.24E-9,2.256E-9,12.48E-12,11.14E-6
294.3E-6,72.46E-9,1.969E-9,12.62E-12,11.13E-6
294.5E-6,72.46E-9,1.727E-9,12.73E-12,11.12E-6
294.6E-6,72.31E-9,1.546E-9,12.64E-12,11.11E-6
294.9E-6,72.20E-9,1.397E-9,12.50E-12,11.10E-6
295.1E-6,72.09E-9,1.265E-9,12.39E-12,11.09E-6
295.4E-6,71.94E-9,1.140E-9,12.25E-12,11.08E-6
295.9E-6,71.76E-9,1.014E-9,12.13E-12,11.06E-6
296.2E-6,71.59E-9,914.5E-12,12.00E-12,11.05E-6
296.3E-6,71.50E-9,868.5E-12,11.96E-12,11.05E-6
296.4E-6,71.34E-9,788.8E-12,11.91E-12,11.05E-6
296.5E-6,71.05E-9,654.9E-12,11.91E-12,11.05E-6
296.6E-6,70.56E-9,457.0E-12,11.89E-12,11.05E-6
296.7E-6,70.12E-9,327.7E-12,11.88E-12,11.04E-6
296.8E-6,69.87E-9,262.6E-12,11.80E-12,11.04E-6
296.9E-6,69.89E-9,252.3E-12,11.74E-12,11.04E-6
297.0E-6,69.98E-9,248.3E-12,11.73E-12,11.04E-6
297.1E-6,70.02E-9,237.4E-12,11.73E-12,11.04E-6
297.3E-6,70.01E-9,213.1E-12,11.66E-12,11.04E-6
297.7E-6,70.00E-9,180.5E-12,11.54E-12,11.03E-6
298.2E-6,70.00E-9,150.5E-12,11.40E-12,11.02E-6
299.1E-6,70.00E-9,115.4E-12,11.15E-12,11.02E-6
299.5E-6,70.00E-9,103.8E-12,11.06E-12,11.01E-6
299.5E-6,70.14E-9,99.28E-12,10.46E-12,11.02E-6
299.6E-6,70.51E-9,87.38E-12,11.43E-12,11.02E-6
299.7E-6,70.78E-9,66.85E-12,11.69E-12,11.02E-6
299.7E-6,70.45E-9,51.05E-12,11.66E-12,11.02E-6
299.8E-6,69.71E-9,35.13E-12,11.33E-12,11.03E-6
299.9E-6,68.79E-9,13.00E-12,10.57E-12,11.05E-6
300.0E-6,68.01E-9,-17.94E-12,9.511E-12,11.07E-6
300.0E-6,67.80E-9,-27.57E-12,9.582E-12,11.05E-6
300.1E-6,67.54E-9,-36.50E-12,8.130E-12,11.03E-6
300.1E-6,67.20E-9,-45.07E-12,7.340E-12,11.02E-6
300.1E-6,66.89E-9,-67.41E-12,6.265E-12,11.03E-6
300.2E-6,67.17E-9,-93.47E-12,5.200E-12,11.04E-6
300.3E-6,67.88E-9,-121.7E-12,4.091E-12,11.06E-6
300.3E-6,68.60E-9,-151.4E-12,2.939E-12,11.08E-6
300.4E-6,68.81E-9,-183.6E-12,1.645E-12,11.10E-6
300.5E-6,68.53E-9,-229.1E-12,-122.5E-15,11.11E-6
300.6E-6,68.12E-9,-294.8E-12,-2.315E-12,11.13E-6
300.8E-6,67.84E-9,-386.4E-12,-4.908E-12,11.15E-6
301.0E-6,67.71E-9,-482.0E-12,-7.522E-12,11.19E-6
301.2E-6,67.61E-9,-562.7E-12,-9.600E-12,11.23E-6
301.4E-6,67.51E-9,-633.2E-12,-10.82E-12,11.28E-6
301.6E-6,67.43E-9,-697.4E-12,-12.25E-12,11.34E-6
301.8E-6,67.37E-9,-755.1E-12,-15.01E-12,11.41E-6
302.0E-6,67.32E-9,-798.8E-12,-19.08E-12,11.47E-6
302.3E-6,67.29E-9,-829.0E-12,-24.50E-12,11.54E-6
302.6E-6,67.26E-9,-837.5E-12,-32.38E-12,11.60E-6
302.9E-6,66.29E-9,-52.89E-12,-43.54E-12,11.65E-6
302.9E-6,65.29E-9,1.095E-9,-42.52E-12,11.66E-6
303.0E-6,58.91E-9,7.391E-9,-20.76E-12,11.68E-6
303.1E-6,53.06E-9,13.25E-9,5.597E-12,11.69E-6
303.1E-6,44.99E-9,20.94E-9,46.15E-12,11.70E-6
303.2E-6,35.37E-9,29.41E-9,94.36E-12,11.72E-6
303.2E-6,24.31E-9,39.29E-9,138.3E-12,11.73E-6
303.3E-6,19.66E-9,44.95E-9,147.6E-12,11.74E-6
303.3E-6,15.50E-9,52.56E-9,146.7E-12,11.75E-6
303.3E-6,12.48E-9,59.62E-9,138.6E-12,11.77E-6
303.3E-6,9.901E-9,65.70E-9,125.0E-12,11.79E-6
303.4E-6,7.762E-9,69.70E-9,106.9E-12,11.80E-6
303.4E-6,6.165E-9,71.69E-9,86.31E-12,11.81E-6
303.4E-6,4.999E-9,72.31E-9,64.72E-12,11.82E-6
303.5E-6,4.085E-9,72.31E-9,42.03E-12,11.82E-6
303.5E-6,3.314E-9,72.03E-9,19.12E-12,11.83E-6
303.6E-6,2.691E-9,71.87E-9,2.057E-12,11.83E-6
303.7E-6,2.231E-9,72.04E-9,-3.443E-12,11.84E-6
303.8E-6,1.922E-9,72.27E-9,-882.8E-15,11.85E-6
303.9E-6,1.680E-9,72.29E-9,2.748E-12,11.86E-6
304.1E-6,1.503E-9,72.17E-9,3.967E-12,11.87E-6
304.3E-6,1.359E-9,72.07E-9,4.220E-12,11.88E-6
304.6E-6,1.233E-9,71.98E-9,4.858E-12,11.89E-6
304.9E-6,1.117E-9,71.87E-9,5.768E-12,11.90E-6
305.3E-6,1.001E-9,71.71E-9,6.665E-12,11.91E-6
305.8E-6,875.3E-12,71.51E-9,7.506E-12,11.92E-6
305.9E-6,831.5E-12,71.43E-9,7.750E-12,11.92E-6
306.1E-6,766.8E-12,71.30E-9,8.023E-12,11.92E-6
306.1E-6,669.1E-12,71.09E-9,8.375E-12,11.92E-6
306.3E-6,472.4E-12,70.63E-9,8.989E-12,11.93E-6
306.3E-6,330.9E-12,70.20E-9,8.699E-12,11.93E-6
306.4E-6,268.1E-12,69.95E-9,7.746E-12,11.93E-6
306.5E-6,246.1E-12,69.90E-9,7.135E-12,11.93E-6
306.6E-6,238.7E-12,69.95E-9,7.433E-12,11.93E-6
306.7E-6,228.9E-12,70.01E-9,8.261E-12,11.93E-6
306.9E-6,212.2E-12,70.01E-9,8.779E-12,11.93E-6
307.3E-6,181.6E-12,70.00E-9,8.679E-12,11.93E-6
307.8E-6,150.7E-12,70.00E-9,8.661E-12,11.93E-6
308.6E-6,117.3E-12,70.00E-9,8.738E-12,11.94E-6
309.5E-6,93.80E-12,70.00E-9,8.711E-12,11.94E-6
309.6E-6,94.28E-12,70.08E-9,740.6E-15,12.03E-6
309.7E-6,97.54E-12,70.15E-9,-14.48E-12,12.12E-6
309.8E-6,104.7E-12,70.08E-9,-42.39E-12,12.21E-6
309.9E-6,106.7E-12,69.98E-9,-56.71E-12,12.24E-6
310.0E-6,106.9E-12,69.90E-9,-70.83E-12,12.26E-6
310.0E-6,106.1E-12,69.86E-9,-73.92E-12,12.22E-6
310.1E-6,105.1E-12,69.79E-9,-75.30E-12,12.18E-6
310.1E-6,103.0E-12,69.72E-9,-74.68E-12,12.15E-6
310.2E-6,96.26E-12,69.67E-9,-71.38E-12,12.11E-6
310.3E-6,90.07E-12,69.76E-9,-66.36E-12,12.10E-6
310.4E-6,85.80E-12,69.89E-9,-59.69E-12,12.10E-6
310.5E-6,82.47E-12,69.94E-9,-54.15E-12,12.11E-6
310.7E-6,79.27E-12,69.89E-9,-54.75E-12,12.12E-6
